run_name,arm,repeat,arm_family,model,agent_framework,setting,messaging_mode,message_schema,repo,task_id,pair,feature_a,feature_b,in_validated_set,apply_a,apply_b,merge_status,merge_strategy,merge_clean,both_passed,outcome,a_merged_passed,a_merged_tests_passed,a_merged_tests_failed,b_merged_passed,b_merged_tests_passed,b_merged_tests_failed,a_indep_passed,a_indep_tests_passed,a_indep_tests_failed,a_indep_reason,b_indep_passed,b_indep_tests_passed,b_indep_tests_failed,b_indep_reason,duration_s,total_cost,total_steps,a_status,a_steps,a_cost,a_input_tokens,a_output_tokens,a_cache_read_tokens,a_cache_write_tokens,a_patch_lines,b_status,b_steps,b_cost,b_input_tokens,b_output_tokens,b_cache_read_tokens,b_cache_write_tokens,b_patch_lines,messages_sent,a_msgs_sent,a_msg_chars,b_msgs_sent,b_msg_chars,msgs_ACCEPT,msgs_AGREE,msgs_ANSWER,msgs_CLAIM,msgs_DEFER,msgs_DONE,msgs_DRAFT,msgs_INTENT,msgs_PROPOSE,msgs_QUESTION,msgs_REVISE,msgs_SPEC,msgs_STATUS,msgs_SURVEY,error,evaluated_at,pair_dir,n_files,files
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1706,f3_f8,3,8,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,123.308116,0.30887460000000005,9,Submitted,9,0.30887460000000005,2999,5121,341602,20097,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:22:10.584379,nano_pool2_solo_1/solo/dottxt_ai_outlines_task/1706/f3_f8,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1706,f4_f5,4,5,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,187.730801,0.6145083000000001,20,Submitted,20,0.6145083000000001,3279,11067,870381,29592,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:23:11.111759,nano_pool2_solo_1/solo/dottxt_ai_outlines_task/1706/f4_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dottxt_ai_outlines_task,1706,f4_f8,4,8,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,128.884504,0.3764541,10,Submitted,10,0.3764541,3001,6445,374567,26401,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:22:09.921111,nano_pool2_solo_1/solo/dottxt_ai_outlines_task/1706/f4_f8,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8563,f2_f4,2,4,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,202.646982,0.6929420999999999,21,Submitted,21,0.6929420999999999,3152,11285,962617,37571,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:22:58.262231,nano_pool2_solo_1/solo/dspy_task/8563/f2_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8563,f4_f5,4,5,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,491.554655,1.5033213,27,Submitted,27,1.5033213,3293,40519,1754611,59879,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:29:53.466679,nano_pool2_solo_1/solo/dspy_task/8563/f4_f5,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8563,f5_f6,5,6,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,345.651277,1.0567242000000003,23,Submitted,23,1.0567242000000003,3285,25380,1257504,48153,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:27:22.223739,nano_pool2_solo_1/solo/dspy_task/8563/f5_f6,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8635,f1_f3,1,3,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,194.636101,0.8326379999999999,26,Submitted,26,0.8326379999999999,3291,12734,1285790,41003,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:26:08.149077,nano_pool2_solo_1/solo/dspy_task/8635/f1_f3,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8635,f1_f4,1,4,True,,,,,,True,missing_patch,True,,,True,,,,,,,,,,,236.665373,0.9653904000000001,26,Submitted,26,0.9653904000000001,3291,16383,1372128,49689,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:26:41.768420,nano_pool2_solo_1/solo/dspy_task/8635/f1_f4,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,dspy_task,8635,f3_f6,3,6,True,,,,,,False,missing_patch,False,,,False,,,,,,,,,,,196.268573,0.7160691,21,Submitted,21,0.7160691,3281,13708,967847,35042,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:29:20.754330,nano_pool2_solo_1/solo/dspy_task/8635/f3_f6,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,claude_code,solo,,,huggingface_datasets_task,3997,f1_f2,1,2,True,,,,,,False,missing_patch,True,,,False,,,,,,,,,,,136.13445,0.4674723,15,Submitted,15,0.4674723,3140,8288,585541,26345,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T20:28:46.750968,nano_pool2_solo_1/solo/huggingface_datasets_task/3997/f1_f2,6,eval.json;result.json;solo.patch;solo_session.jsonl;solo_stream.jsonl;solo_traj.json
